2.0,7.0,0.0,489.18,799.774,1572.08,1920.0
2.0,8.0,3.0,716.841,1381.01,1041.46,1753.88
2.0,10.0,0.0,1757.39,1950.1,363.163,603.347
2.0,11.0,0.0,0.386477,201.571,1321.43,1874.44
3.0,7.0,0.0,485.558,808.209,1571.01,1920.0
3.0,8.0,3.0,719.893,1380.82,1041.65,1754.16
3.0,10.0,0.0,1718.29,1910.48,371.133,602.623
3.0,11.0,0.0,0.0,231.286,1211.32,1868.03
4.0,7.0,0.0,481.204,804.092,1570.14,1920.0
4.0,8.0,3.0,718.185,1383.0,1041.57,1753.46
4.0,10.0,0.0,1680.36,1872.32,371.02,607.827
4.0,11.0,0.0,2.69309,256.634,1186.65,1852.48
5.0,4.0,0.0,957.559,1218.02,293.898,515.058
5.0,7.0,0.0,483.968,802.938,1572.86,1919.24
5.0,8.0,3.0,718.679,1382.84,1041.8,1753.7
5.0,10.0,0.0,1627.95,1825.0,370.001,615.101
5.0,11.0,0.0,0.0,301.506,1151.38,1815.35
6.0,4.0,0.0,1057.42,1318.07,295.933,516.123
6.0,7.0,0.0,482.848,801.662,1572.83,1918.33
6.0,8.0,3.0,719.889,1381.46,1041.64,1754.06
6.0,10.0,0.0,1584.69,1797.46,377.143,616.04
6.0,11.0,0.0,5.94154,329.787,1125.7,1783.62
7.0,4.0,0.0,1154.58,1417.6,299.13,519.213
7.0,7.0,0.0,482.848,801.662,1572.83,1918.33
7.0,8.0,3.0,718.424,1382.59,1042.1,1753.21
7.0,10.0,0.0,1545.9,1754.06,374.692,625.912
7.0,11.0,0.0,19.1606,356.4,1100.41,1749.39
8.0,4.0,0.0,1297.0,1542.32,306.725,522.657
8.0,7.0,0.0,480.179,804.172,1569.56,1920.0
8.0,8.0,3.0,718.461,1381.98,1041.61,1754.03
8.0,10.0,0.0,1488.71,1700.4,379.797,636.535
8.0,11.0,0.0,80.1018,378.588,1070.6,1704.35
9.0,4.0,0.0,1412.07,1583.32,316.731,521.538
9.0,7.0,0.0,483.794,811.607,1571.36,1920.0
9.0,8.0,3.0,718.07,1382.56,1041.53,1753.86
9.0,10.0,0.0,1451.02,1653.07,395.976,643.18
9.0,11.0,0.0,115.648,401.023,1051.53,1671.71
10.0,4.0,0.0,1541.99,1750.15,315.417,543.708
10.0,7.0,0.0,483.923,807.758,1571.96,1920.0
10.0,8.0,3.0,716.901,1383.66,1041.54,1753.0
10.0,10.0,0.0,1400.52,1607.31,389.115,651.749
10.0,11.0,0.0,144.423,429.102,1030.94,1639.12
11.0,4.0,0.0,1646.44,1885.87,332.091,533.87
11.0,7.0,0.0,482.664,810.396,1573.77,1920.0
11.0,8.0,3.0,716.192,1382.96,1041.95,1752.29
11.0,10.0,0.0,1344.83,1553.11,398.389,664.573
11.0,11.0,0.0,195.375,441.901,1006.78,1597.62
12.0,4.0,0.0,1745.96,1961.73,334.76,534.664
12.0,7.0,0.0,489.537,811.481,1573.44,1920.0
12.0,8.0,3.0,716.485,1382.6,1041.47,1753.11
12.0,10.0,0.0,1298.68,1508.31,399.978,677.172
12.0,11.0,0.0,203.466,472.599,987.49,1578.18
13.0,4.0,0.0,1851.35,2096.35,363.101,547.284
13.0,7.0,0.0,495.689,807.27,1571.68,1920.0
13.0,8.0,3.0,717.092,1381.26,1041.6,1753.06
13.0,10.0,0.0,1253.3,1466.42,404.286,686.051
13.0,11.0,0.0,232.123,481.099,966.341,1539.29
14.0,4.0,0.0,1995.93,2224.57,340.953,565.377
14.0,7.0,0.0,499.268,810.166,1576.6,1920.0
14.0,8.0,3.0,718.516,1377.51,1040.9,1754.98
14.0,10.0,0.0,1188.59,1407.16,409.605,695.388
14.0,11.0,0.0,254.016,509.816,956.593,1523.83
15.0,4.0,0.0,1995.93,2224.57,340.953,565.377
15.0,7.0,0.0,499.246,810.144,1575.13,1920.0
15.0,8.0,3.0,710.086,1382.74,1044.96,1769.48
15.0,10.0,0.0,1132.32,1364.5,409.328,712.763
15.0,11.0,0.0,275.894,531.944,943.654,1511.17
16.0,7.0,0.0,498.123,810.542,1574.91,1920.0
16.0,8.0,3.0,708.545,1383.83,1044.75,1769.98
16.0,9.0,3.0,755.349,1387.01,290.181,505.223
16.0,10.0,0.0,1087.33,1317.51,425.298,721.126
16.0,11.0,0.0,288.178,552.098,939.136,1490.54
17.0,7.0,0.0,495.652,810.061,1575.32,1920.0
17.0,8.0,3.0,711.081,1381.76,1045.36,1769.7
17.0,9.0,3.0,852.34,1476.03,291.368,519.276
17.0,10.0,0.0,1021.11,1255.17,438.344,731.047
17.0,11.0,0.0,307.356,575.956,926.314,1473.96
18.0,7.0,0.0,500.545,810.76,1575.63,1920.0
18.0,8.0,3.0,711.976,1381.68,1046.3,1768.97
18.0,9.0,3.0,922.524,1559.45,288.766,515.84
18.0,10.0,0.0,970.044,1212.69,441.414,751.553
18.0,11.0,0.0,304.694,606.994,911.211,1464.96
19.0,7.0,0.0,497.637,807.852,1575.71,1920.0
19.0,8.0,3.0,711.514,1381.87,1045.87,1769.68
19.0,9.0,3.0,1000.05,1633.71,290.47,521.12
19.0,10.0,0.0,919.793,1157.43,443.908,762.956
19.0,11.0,0.0,328.13,606.749,908.95,1442.86
20.0,7.0,0.0,491.039,805.065,1579.49,1920.0
20.0,8.0,3.0,712.663,1381.06,1046.51,1769.53
20.0,9.0,3.0,1098.2,1734.51,295.927,526.184
20.0,10.0,0.0,853.726,1085.12,458.743,779.235
20.0,11.0,0.0,337.928,614.919,902.276,1434.5
21.0,7.0,0.0,489.635,807.672,1579.25,1920.0
21.0,8.0,3.0,711.995,1382.35,1046.59,1768.37
21.0,9.0,3.0,1178.75,1811.02,305.865,529.01
21.0,10.0,0.0,808.12,1032.26,470.462,794.85
21.0,11.0,0.0,343.575,619.958,897.819,1430.17
22.0,7.0,0.0,487.758,804.865,1579.27,1920.0
22.0,8.0,3.0,714.048,1380.16,1047.45,1767.65
22.0,9.0,3.0,1251.05,1887.82,307.943,523.985
22.0,10.0,0.0,753.778,986.133,479.731,815.317
22.0,11.0,0.0,347.552,624.002,895.142,1429.84
23.0,7.0,0.0,487.693,807.521,1575.16,1920.0
23.0,8.0,3.0,716.451,1379.64,1047.55,1768.01
23.0,9.0,3.0,1364.07,1963.58,312.968,531.157
23.0,10.0,0.0,688.82,914.108,496.024,843.935
23.0,11.0,0.0,342.147,650.71,890.221,1431.8
24.0,7.0,0.0,483.291,807.601,1571.63,1920.0
24.0,8.0,3.0,720.109,1380.39,1040.54,1755.57
24.0,9.0,3.0,1438.39,2064.82,322.217,531.74
24.0,11.0,0.0,344.099,650.859,889.723,1432.43
25.0,7.0,0.0,485.702,798.961,1573.1,1920.0
25.0,8.0,3.0,714.332,1382.4,1046.61,1767.69
25.0,9.0,3.0,1517.89,2155.28,328.049,535.106
25.0,11.0,0.0,344.148,650.16,890.222,1431.67
26.0,7.0,0.0,484.749,809.772,1570.97,1920.0
26.0,8.0,3.0,719.798,1380.08,1040.44,1755.3
26.0,9.0,3.0,1631.04,2230.55,335.138,536.758
26.0,11.0,0.0,342.857,651.873,896.814,1431.04
27.0,7.0,0.0,484.953,800.207,1574.49,1920.0
27.0,8.0,3.0,718.429,1381.94,1040.66,1754.04
27.0,9.0,3.0,1706.67,2278.72,328.204,540.793
27.0,11.0,0.0,343.46,651.421,885.554,1431.45
28.0,7.0,0.0,472.672,799.765,1573.62,1920.0
28.0,8.0,3.0,716.811,1381.62,1041.12,1753.19
28.0,9.0,3.0,1804.87,2279.09,337.747,539.662
28.0,11.0,0.0,343.686,650.896,887.373,1433.2
28.0,16.0,0.0,1609.22,1918.15,1434.63,1917.1
29.0,7.0,0.0,474.21,785.335,1578.4,1917.86
29.0,8.0,3.0,713.531,1378.34,1039.54,1754.22
29.0,9.0,3.0,1804.87,2279.09,337.747,539.662
29.0,11.0,0.0,343.125,652.896,886.541,1434.37
29.0,16.0,0.0,1608.37,1923.33,1372.07,1915.98
30.0,7.0,0.0,474.576,774.661,1579.37,1918.41
30.0,8.0,3.0,712.714,1379.48,1039.58,1754.53
30.0,11.0,0.0,335.175,639.474,883.192,1431.76
30.0,16.0,0.0,1620.05,1912.76,1324.02,1915.0
31.0,7.0,0.0,477.316,795.354,1581.17,1920.0
31.0,8.0,3.0,713.931,1378.42,1039.88,1755.09
31.0,11.0,0.0,337.275,637.808,889.205,1430.99
31.0,16.0,0.0,1619.09,1906.85,1283.54,1916.4
32.0,7.0,0.0,474.711,792.749,1584.17,1920.0
