123.0,95.0,2.0,2444.13,2556.62,616.084,1072.1
124.0,95.0,2.0,2401.99,2560.0,589.961,1083.99
125.0,95.0,2.0,2344.3,2560.0,680.79,1071.7
126.0,95.0,2.0,2303.75,2560.0,671.63,1078.7
127.0,95.0,2.0,2258.73,2560.0,675.745,1073.58
128.0,95.0,2.0,2214.78,2556.98,672.637,1070.67
129.0,95.0,2.0,2161.25,2552.26,661.722,1069.85
130.0,95.0,2.0,2115.13,2518.7,664.141,1058.27
131.0,95.0,2.0,2072.5,2475.77,661.605,1059.21
132.0,95.0,2.0,2029.27,2429.79,662.079,1048.86
133.0,95.0,2.0,1983.26,2377.01,658.868,1047.64
134.0,95.0,2.0,1929.61,2335.8,653.318,1046.0
135.0,95.0,2.0,1887.09,2278.34,648.865,1042.51
136.0,95.0,2.0,1840.09,2237.79,650.193,1039.35
137.0,95.0,2.0,1786.92,2188.72,647.432,1034.6
138.0,95.0,2.0,1747.13,2144.44,634.359,1037.04
139.0,95.0,2.0,1694.8,2097.68,635.075,1027.47
140.0,95.0,2.0,1663.35,2049.85,621.281,1025.94
141.0,95.0,2.0,1604.64,2005.07,631.936,1027.51
142.0,95.0,2.0,1566.53,1956.78,641.354,1015.51
143.0,95.0,2.0,1514.6,1905.84,631.543,1015.98
144.0,95.0,2.0,1463.77,1858.09,622.206,1016.72
145.0,95.0,2.0,1412.25,1823.48,618.957,997.245
146.0,95.0,2.0,1365.06,1766.02,617.826,999.453
147.0,95.0,2.0,1324.5,1714.89,616.528,993.525
148.0,95.0,2.0,1267.94,1669.35,606.789,998.038
